   152000.00000000000      ,  -1207141211548.7725      ,   773347885505.55518      ,   0.0000000000000000      ,   1433616704923.3738     
   652000.00000000000      ,  -1209745221977.5535      ,   769268093203.71765      ,   0.0000000000000000      ,   1433616720507.5435     
   1152000.0000000000      ,  -1212335494312.3376      ,   765179565354.91858      ,   0.0000000000000000      ,   1433616796081.2549     
   1652000.0000000000      ,  -1214911999087.3030      ,   761082348661.43762      ,   0.0000000000000000      ,   1433616931739.5483     
   2152000.0000000000      ,  -1217474707046.9104      ,   756976489947.33679      ,   0.0000000000000000      ,   1433617127629.2532     
   2652000.0000000000      ,  -1220023589147.4360      ,   752862036153.81348      ,   0.0000000000000000      ,   1433617383947.9829     
   3152000.0000000000      ,  -1222558616558.0691      ,   748739034334.42261      ,   0.0000000000000000      ,   1433617700942.7664     
   3652000.0000000000      ,  -1225079760661.5693      ,   744607531650.24792      ,   0.0000000000000000      ,   1433618078908.3552     
   4152000.0000000000      ,  -1227586993054.4805      ,   740467575365.01367      ,   0.0000000000000000      ,   1433618518185.1841     
   4652000.0000000000      ,  -1230080285546.9070      ,   736319212840.22961      ,   0.0000000000000000      ,   1433619019157.0479     
   5152000.0000000000      ,  -1232559610161.8591      ,   732162491530.36609      ,   0.0000000000000000      ,   1433619582248.4805     
   5652000.0000000000      ,  -1235024939134.1467      ,   727997458978.14746      ,   0.0000000000000000      ,   1433620207921.8689     
   6152000.0000000000      ,  -1237476244908.8740      ,   723824162809.97009      ,   0.0000000000000000      ,   1433620896674.3342     
   6652000.0000000000      ,  -1239913500139.5327      ,   719642650731.50244      ,   0.0000000000000000      ,   1433621649034.4062     
   7152000.0000000000      ,  -1242336677685.7036      ,   715452970523.50134      ,   0.0000000000000000      ,   1433622465558.5076     
   7652000.0000000000      ,  -1244745750610.4109      ,   711255170037.87805      ,   0.0000000000000000      ,   1433623346827.2920     
   8152000.0000000000      ,  -1247140692177.1440      ,   707049297194.06750      ,   0.0000000000000000      ,   1433624293441.8733     
   8652000.0000000000      ,  -1249521475846.5745      ,   702835399975.69507      ,   0.0000000000000000      ,   1433625306019.9507     
   9152000.0000000000      ,  -1251888075273.0088      ,   698613526427.61462      ,   0.0000000000000000      ,   1433626385191.8972     
   9652000.0000000000      ,  -1254240464300.6248      ,   694383724653.29370      ,   0.0000000000000000      ,   1433627531596.8328     
   10152000.000000000      ,  -1256578616959.4998      ,   690146042812.61646      ,   0.0000000000000000      ,   1433628745878.7100     
   10652000.000000000      ,  -1258902507461.5024      ,   685900529120.08228      ,   0.0000000000000000      ,   1433630028682.4587     
   11152000.000000000      ,  -1261212110196.0623      ,   681647231843.43469      ,   0.0000000000000000      ,   1433631380650.2078     
   11652000.000000000      ,  -1263507399725.9062      ,   677386199302.72180      ,   0.0000000000000000      ,   1433632802417.6580     
   12152000.000000000      ,  -1265788350782.7371      ,   673117479869.78308      ,   0.0000000000000000      ,   1433634294610.5640     
   12652000.000000000      ,  -1268054938262.9700      ,   668841121968.18982      ,   0.0000000000000000      ,   1433635857841.4434     
   13152000.000000000      ,  -1270307137223.5310      ,   664557174073.60315      ,   0.0000000000000000      ,   1433637492706.4846     
   13652000.000000000      ,  -1272544922877.7593      ,   660265684714.55969      ,   0.0000000000000000      ,   1433639199782.6890     
   14152000.000000000      ,  -1274768270591.4895      ,   655966702473.65845      ,   0.0000000000000000      ,   1433640979625.2971     
   14652000.000000000      ,  -1276977155879.3093      ,   651660275989.14490      ,   0.0000000000000000      ,   1433642832765.4897     
   15152000.000000000      ,  -1279171554401.0823      ,   647346453956.85327      ,   0.0000000000000000      ,   1433644759708.4131     
   15652000.000000000      ,  -1281351441958.7183      ,   643025285132.49744      ,   0.0000000000000000      ,   1433646760931.5120     
   16152000.000000000      ,  -1283516794493.2793      ,   638696818334.26465      ,   0.0000000000000000      ,   1433648836883.2222     
   16652000.000000000      ,  -1285667588082.4053      ,   634361102445.68750      ,   0.0000000000000000      ,   1433650987981.9905     
   17152000.000000000      ,  -1287803798938.1182      ,   630018186418.77295      ,   0.0000000000000000      ,   1433653214615.6716     
   17652000.000000000      ,  -1289925403405.0112      ,   625668119277.30457      ,   0.0000000000000000      ,   1433655517141.2622     
   18152000.000000000      ,  -1292032377958.8499      ,   621310950120.33472      ,   0.0000000000000000      ,   1433657895885.0098     
   18652000.000000000      ,  -1294124699205.6021      ,   616946728125.77808      ,   0.0000000000000000      ,   1433660351142.8684     
   19152000.000000000      ,  -1296202343880.8894      ,   612575502554.09290      ,   0.0000000000000000      ,   1433662883181.2976     
   19652000.000000000      ,  -1298265288849.8845      ,   608197322751.98718      ,   0.0000000000000000      ,   1433665492238.3948     
   20152000.000000000      ,  -1300313511107.6567      ,   603812238156.11902      ,   0.0000000000000000      ,   1433668178525.3604     
   20652000.000000000      ,  -1302346987779.9497      ,   599420298296.73401      ,   0.0000000000000000      ,   1433670942228.2554     
   21152000.000000000      ,  -1304365696124.3772      ,   595021552801.21204      ,   0.0000000000000000      ,   1433673783510.0413     
   21652000.000000000      ,  -1306369613532.0718      ,   590616051397.46521      ,   0.0000000000000000      ,   1433676702512.9019     
   22152000.000000000      ,  -1308358717529.6843      ,   586203843917.15613      ,   0.0000000000000000      ,   1433679699360.7637     
   22652000.000000000      ,  -1310332985781.8120      ,   581784980298.69702      ,   0.0000000000000000      ,   1433682774162.0647     
   23152000.000000000      ,  -1312292396093.7629      ,   577359510589.99304      ,   0.0000000000000000      ,   1433685927012.6863     
